WILAYA_CLEAN,COMMUNE_CLEAN,ZONE_RPA,capital_total,nb_polices,dommage_total,risque_moyen,proba_moyenne,CLASSE_COMMUNE
TIPAZA,CHERCHEL,III,122437280.0,28,30609320.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,DAMOUS,III,63828000.0,19,15957000.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,DOUAOUDA,III,122223380.0,34,30555845.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,FOUKA,III,63967620.0,19,15991905.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,GOURAYA,III,70251000.0,22,17562750.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,HADJERET ENNOUS,III,11327000.0,2,2831750.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,HADJOUT,III,1192433440.0,488,298108360.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,HATTATBA,III,3196000.0,2,799000.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,KHEMISTI TIPAZA,III,29918640.0,10,7479660.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,KOLEA,III,118554440.0,38,29638610.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,LARHAT,III,59395000.0,16,14848750.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,MAHELMA,III,4008630.0,1,1002158.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,MENACEUR,III,58955560.0,22,14738890.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,MESSELMOUN,III,16109700.0,6,4027425.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,MEURAD,III,178650350.0,73,44662588.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,NADOR,III,60822990.0,24,15205748.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,SIDI AMAR TIPAZA,III,21244830.0,16,5311208.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,SIDI AMER,III,61966200.0,23,15491550.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,SIDI GHILES,III,52784440.0,13,13196110.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,SIDI MHAMED ALGER,III,5776380.0,2,1444095.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,SIDI RACHED,III,62239280.0,26,15559820.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,SOUIDANIA,III,4333400.0,1,1083350.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,STAOUELI,III,1128000.0,1,282000.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,TIPAZA,III,1186250620.0,348,296562655.0,0.0,0.0,SOUCONCENTRATION ✅
TISSEMSILT,EL EULMA,Inconnu,2555000.0,1,127750.0,0.0,0.0,SOUCONCENTRATION ✅
TISSEMSILT,LARDJEM,Inconnu,3100000.0,1,155000.0,0.0,0.0,SOUCONCENTRATION ✅
TISSEMSILT,LAYOUNE,Inconnu,84000000.0,2,4200000.0,0.0,0.0,SOUCONCENTRATION ✅
TISSEMSILT,TISSEMSILT,Inconnu,274655849.0,7,13732792.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AFIR,IIa,2100000.0,1,210000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AGHNI GOUGHRAN,IIa,57879650.0,10,5787965.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AGHRIB,IIa,61377260.0,22,6137726.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AIN EL HAMMAM,IIa,25065120.0,8,2506512.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AIN ZAOUIA,IIa,117733030.0,40,11773303.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AIT AGGOUACHA,IIa,4200000.0,2,420000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AIT AISSA MIMOUN,IIa,422392200.0,124,42239220.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AIT BOUADOU,IIa,78769250.0,21,7876925.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AIT CHAFFAA,IIa,9430000.0,5,943000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AIT KHELILI,IIa,10064000.0,4,1006400.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AIT MAHMOUD,IIa,4060000.0,2,406000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AIT TOUDERT,IIa,4550000.0,2,455000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AIT YAHIA,IIa,14000000.0,1,1400000.0,1.0,1.0,SURCONCENTRATION ⚠️
TIZI OUZOU,AIT YAHIA MOUSSA,IIa,38319800.0,13,3831980.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AKERROU,IIa,1155000.0,2,115500.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,ASSI YOUCEF,IIa,92046850.0,32,9204685.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AZAZGA,IIa,998763700.0,173,99876370.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,AZEFFOUN,IIa,293663090.0,40,29366309.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BEB EZZOUAR,IIa,3760000.0,1,376000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BENI AISSI,IIa,7820000.0,4,782000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BENI DOUALA,IIa,87360650.0,34,8736065.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BENI MESSOUS,IIa,1000000.0,1,100000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BENI YENNI,IIa,6720000.0,1,672000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BENI ZIKI,IIa,8035750.0,7,803575.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BENI ZMENZER,IIa,57765850.0,19,5776585.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BOGHNI,IIa,1467846970.0,453,146784697.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BOUDJIMA,IIa,175321070.0,49,17532107.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BOUIRA,IIa,1175520.0,1,117552.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BOUKHELIFA,IIa,1750000.0,1,175000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BOUMERDES,IIa,5728830.0,2,572883.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BOUNOUH,IIa,110675000.0,24,11067500.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,BOUZGUEN,IIa,106372850.0,48,10637285.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,CHABET EL AMEUR,IIa,1680000.0,1,168000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,DELLYS,IIa,5187000.0,1,518700.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,DRAA BEN KHEDDA,IIa,689168180.0,172,68916818.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,DRAA EL MIZAN,IIa,50765640.0,23,5076564.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,FREHA,IIa,848033820.0,173,84803382.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,FRIKAT,IIa,46760000.0,7,4676000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,HASNAOUA,IIa,3690000.0,1,369000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,IBOUDRAREN,IIa,7000000.0,2,700000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,IDJEUR,IIa,33567100.0,14,3356710.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,IFERHOUNENE,IIa,770000.0,1,77000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,IFIGHA,IIa,57788100.0,13,5778810.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,IFLISSEN TIZI OUZOU,IIa,630747110.0,76,63074711.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,ILLILTEN,IIa,15470000.0,4,1547000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,ILOULA OUMALOU,IIa,27459100.0,16,2745910.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,IMSOUHAL,IIa,1820000.0,2,182000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,INCONNU,IIa,2728000.0,1,272800.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,IRDJEN,IIa,64652870.0,22,6465287.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,LARBA NAIT IRATHEN,IIa,42322110.0,20,4232211.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,LAYOUNE,IIa,322096038.0,4,32209604.0,1.0,1.0,SURCONCENTRATION ⚠️
TIZI OUZOU,MAATKA,IIa,135190150.0,48,13519015.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,MAKOUDA,IIa,184931190.0,41,18493119.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,MECHTRASS,IIa,407049040.0,120,40704904.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,MEKLA,IIa,64582830.0,23,6458283.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,MIZRANA,IIa,84451270.0,24,8445127.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,NACIRIA,IIa,2730000.0,1,273000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,OUACIF,IIa,18019100.0,7,1801910.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,OUADHIA,IIa,219503290.0,87,21950329.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,OUAGUENOUN,IIa,351247480.0,111,35124748.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,SIDI NAAMANE TIZI OUZOU,IIa,70764140.0,24,7076414.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,SOUAMAA,IIa,95366250.0,9,9536625.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,SOUK EL KHEMIS,IIa,8329300.0,7,832930.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,SOUK EL TENINE,IIa,52745000.0,22,5274500.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,SOUK EL THENINE,IIa,59904100.0,33,5990410.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,TADMAIT,IIa,182243010.0,56,18224301.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,TAMANRASSET,IIa,756000.0,1,75600.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,TIFRA,IIa,4683000.0,1,468300.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,TIGZIRT,IIa,1912350321.0,335,191235032.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,TIMIZART,IIa,161925829.0,38,16192583.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,TIRMITINE,IIa,27061090.0,10,2706109.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,TIZI,IIa,19440000.0,2,1944000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,TIZI GHENIF,IIa,12168400.0,5,1216840.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,TIZI NTHLETA,IIa,86986580.0,30,8698658.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,TIZI OUZOU,IIa,4805618603.0,1186,480561860.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,TIZI RACHED,IIa,2652197950.0,106,265219795.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,YAKOUREN,IIa,71036100.0,22,7103610.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,YATAFEN,IIa,1000000.0,1,100000.0,0.0,0.0,SOUCONCENTRATION ✅
TIZI OUZOU,ZEMMOURI,IIa,1387000.0,1,138700.0,0.0,0.0,SOUCONCENTRATION ✅
TLEMCEN,AIN YOUCEF,I,3100000.0,1,155000.0,0.0,0.0,SOUCONCENTRATION ✅
TLEMCEN,BENI MESTER,I,713000.0,1,35650.0,0.0,0.0,SOUCONCENTRATION ✅
TLEMCEN,CHETOUANE,I,6474720.0,3,323736.0,0.0,0.0,SOUCONCENTRATION ✅
TLEMCEN,HENAYA,I,5270000.0,1,263500.0,0.0,0.0,SOUCONCENTRATION ✅
TLEMCEN,MAGHNIA,I,8463000.0,1,423150.0,0.0,0.0,SOUCONCENTRATION ✅
TLEMCEN,MANSOURA,I,19880000.0,4,994000.0,0.0,0.0,SOUCONCENTRATION ✅
TLEMCEN,MANSOURAH TLEMCEN,I,38884170.0,17,1944208.0,0.0,0.0,SOUCONCENTRATION ✅
TLEMCEN,MERSA BEN MHIDI,I,1452660.0,1,72633.0,0.0,0.0,SOUCONCENTRATION ✅
TLEMCEN,OULED MIMOUN,I,2915860.0,1,145793.0,0.0,0.0,SOUCONCENTRATION ✅
TLEMCEN,REMCHI,I,1586270.0,1,79314.0,0.0,0.0,SOUCONCENTRATION ✅
TLEMCEN,TLEMCEN,I,2321655022.0,63,116082751.0,0.0,0.0,SOUCONCENTRATION ✅
TOUGGOURT,TOUGGOURT,Inconnu,2000000.0,1,100000.0,0.0,0.0,SOUCONCENTRATION ✅
