WILAYA_CLEAN,COMMUNE_CLEAN,ZONE_RPA,capital_total,nb_polices,dommage_total,risque_moyen,proba_moyenne,CLASSE_COMMUNE
MEDEA,SOUAGUI,Inconnu,4130000.0,1,206500.0,0.0,0.0,SOUCONCENTRATION ✅
MEDEA,TABLAT,Inconnu,9622000.0,4,481100.0,0.0,0.0,SOUCONCENTRATION ✅
MEDEA,TLATET ED DOUAIR,Inconnu,10951250.0,4,547562.0,0.0,0.0,SOUCONCENTRATION ✅
MEDEA,ZOUBIRIA,Inconnu,23300000.0,8,1165000.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,AHMED RACHDI,Inconnu,27511750.0,10,1375588.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,AIN SMARA,Inconnu,4000000.0,1,200000.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,AMIRA ARRES,Inconnu,22435140.0,13,1121757.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,AZZABA,Inconnu,1750000.0,1,87500.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,BENYAHIA ABDERRAHMANE,Inconnu,2000000.0,1,100000.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,BOUHATEM,Inconnu,3000000.0,1,150000.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,CHELGHOUM LAID,Inconnu,624990665.0,204,31249533.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,CHERAGA MILA,Inconnu,3000000.0,1,150000.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,DERRADJI BOUSSELAH,Inconnu,3000000.0,1,150000.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,EL MCHIRA,Inconnu,54006900.0,14,2700345.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,FERDJIOUA,Inconnu,5543300.0,4,277165.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,GRAREM GOUGA,Inconnu,64476430.0,35,3223822.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,HAMALA,Inconnu,1434020000.0,4,71701000.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,MECHRIA,Inconnu,4000000.0,2,200000.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,MILA,Inconnu,271480100.0,79,13574005.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,MINAR ZARZA,Inconnu,1680000.0,1,84000.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,OUED ATHMANIA,Inconnu,6000000.0,3,300000.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,OUED ENDJA,Inconnu,39994850.0,24,1999742.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,OUED SEGUEN,Inconnu,123521420.0,31,6176071.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,OULED HAMLA,Inconnu,3000000.0,1,150000.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,OULED KHELLOUF,Inconnu,22028950.0,5,1101448.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,ROUACHED,Inconnu,501986903.0,25,25099345.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,SIDI MEROUANE,Inconnu,13638100.0,6,681905.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,TADJENANET,Inconnu,175162690.0,69,8758134.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,TASSALA LEMTAI,Inconnu,10338650.0,8,516932.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,TELAGHMA,Inconnu,729958860.0,189,36497943.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,TERRAI BAINEM,Inconnu,55920280.0,36,2796014.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,TIBERGUENT,Inconnu,1790250.0,1,89512.0,0.0,0.0,SOUCONCENTRATION ✅
MILA,ZEGHAIA,Inconnu,101169110.0,57,5058456.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,ACHAACHA,IIa,1216000.0,1,121600.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,AIN BOUDINAR,IIa,1750000.0,1,175000.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,AIN NOUISSI,IIa,28510200.0,14,2851020.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,AIN SIDI CHERIF,IIa,15995000.0,3,1599500.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,AIN TEDLES,IIa,2571490.0,2,257149.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,BELKHEIR,IIa,7000000.0,1,700000.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,BIR EL DJIR,IIa,14000000.0,1,1400000.0,1.0,1.0,SURCONCENTRATION ⚠️
MOSTAGANEM,BOUGUIRAT,IIa,11445000.0,2,1144500.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,EL HADJADJ,IIa,3125500.0,2,312550.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,EL HESSIANE,IIa,2000000.0,1,200000.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,FORNAKA,IIa,26170000.0,4,2617000.0,1.0,1.0,SURCONCENTRATION ⚠️
MOSTAGANEM,HASSI MAAMECHE,IIa,150771700.0,28,15077170.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,KHEIR EDDINE,IIa,129930000.0,16,12993000.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,MANSOURA,IIa,5150000.0,3,515000.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,MESRA,IIa,102427560.0,23,10242756.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,MEZAGHRANE,IIa,547664203.0,78,54766420.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,MOSTAGANEM,IIa,1367273082.0,248,136727308.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,OULED BOUGHALEM,IIa,4104000.0,1,410400.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,OULED MAALAH,IIa,8502000.0,1,850200.0,1.0,1.0,SURCONCENTRATION ⚠️
MOSTAGANEM,SAYADA,IIa,107431300.0,17,10743130.0,1.0,1.0,SURCONCENTRATION ⚠️
MOSTAGANEM,SIDI ALI,IIa,77818200.0,12,7781820.0,1.0,1.0,SURCONCENTRATION ⚠️
MOSTAGANEM,SIDI LAKHDAR MOSTAGANEM,IIa,4009590.0,3,400959.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,SIRAT,IIa,143621950.0,37,14362195.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,STIDIA,IIa,53107750.0,6,5310775.0,0.0,0.0,SOUCONCENTRATION ✅
MOSTAGANEM,TOUAHRIA,IIa,1120000.0,1,112000.0,0.0,0.0,SOUCONCENTRATION ✅
NAAMA,BORDJ BOU ARRERIDJ,Inconnu,2721950.0,1,136098.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,AIN KERMA ORAN,IIa,6800000.0,3,680000.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,AIN TORKI,IIa,4836000.0,1,483600.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,AIN TURK,IIa,1274370460.0,145,127437046.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,ARZEW ORAN,IIa,71085080.0,22,7108508.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,BEN DAOUD,IIa,560000.0,1,56000.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,BEN FREHA,IIa,9240000.0,4,924000.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,BETHIOUA,IIa,51954000.0,6,5195400.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,BIR EL DJIR,IIa,1375383670.0,464,137538367.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,BIR FODDA,IIa,2646160.0,1,264616.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,BOUFATIS,IIa,5800000.0,2,580000.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,BOUSFER,IIa,34937940.0,9,3493794.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,BOUTLELIS,IIa,54328990.0,12,5432899.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,DAR YAGHMOURASSENE,IIa,608220.0,1,60822.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,EL ANCOR ORAN,IIa,15429400.0,5,1542940.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,EL ANSEUR,IIa,10080000.0,1,1008000.0,1.0,1.0,SURCONCENTRATION ⚠️
ORAN,EL BAYADH,IIa,4185000.0,1,418500.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,EL BRAYA,IIa,1000000.0,1,100000.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,EL KARMA,IIa,8548900.0,4,854890.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,ES SENIA,IIa,342745010.0,69,34274501.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,FELLAOUCENE,IIa,3844000.0,1,384400.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,GDYEL,IIa,67665180.0,17,6766518.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,HASSI BEN OKBA,IIa,7592900.0,6,759290.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,HASSI BOUNIF,IIa,67802880.0,39,6780288.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,INCONNU,IIa,9873000.0,1,987300.0,1.0,1.0,SURCONCENTRATION ⚠️
ORAN,MARSAT EL HADJADJ,IIa,5910500.0,3,591050.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,MISSERGHIN,IIa,4650000.0,2,465000.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,ORAN,IIa,27820147715.0,999,2782014772.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,OUED TLELAT,IIa,12958210.0,7,1295821.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,SIDI CHAMI,IIa,123119828.0,33,12311983.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,SIDI MAAROUF,IIa,1705000.0,1,170500.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,SIG,IIa,8866000.0,1,886600.0,1.0,1.0,SURCONCENTRATION ⚠️
ORAN,TLEMCEN,IIa,2170000.0,1,217000.0,0.0,0.0,SOUCONCENTRATION ✅
ORAN,ZAHANA,IIa,3556000.0,1,355600.0,0.0,0.0,SOUCONCENTRATION ✅
OULED DJELLAL,OULED DJELLAL,Inconnu,3255000.0,1,162750.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,AIN KERCHA,Inconnu,8345800.0,6,417290.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,AIN MLILA,Inconnu,239734740.0,123,11986737.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,BATNA,Inconnu,8553170.0,4,427658.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,BIR CHOUHADA,Inconnu,2855100.0,1,142755.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,DHALAA,Inconnu,8742000.0,1,437100.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,HANCHIR TOUMGHANI,Inconnu,992000.0,1,49600.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,MAGRA,Inconnu,1400000.0,2,70000.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,OULED GACEM,Inconnu,1000000.0,1,50000.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,OULED HAMLA,Inconnu,21500000.0,9,1075000.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,OUM EL BOUAGHI,Inconnu,5495680.0,2,274784.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,SIGUS,Inconnu,15090000.0,5,754500.0,0.0,0.0,SOUCONCENTRATION ✅
OUM EL BOUAGHI,SOUK NAAMANE,Inconnu,9632510.0,6,481626.0,0.0,0.0,SOUCONCENTRATION ✅
OURGLA,EL BORMA,Inconnu,1000000.0,1,50000.0,0.0,0.0,SOUCONCENTRATION ✅
OURGLA,HASSI MESSAOUD,Inconnu,94609760.0,26,4730488.0,0.0,0.0,SOUCONCENTRATION ✅
OURGLA,OUARGLA,Inconnu,4920000.0,2,246000.0,0.0,0.0,SOUCONCENTRATION ✅
RELIZANE,OUED RHIOU,Inconnu,220528310.0,4,11026415.0,0.0,0.0,SOUCONCENTRATION ✅
RELIZANE,RELIZANE,Inconnu,14308270.0,8,715414.0,0.0,0.0,SOUCONCENTRATION ✅
RELIZANE,SIDI KHETTAB,Inconnu,1120564394.0,3,56028220.0,0.0,0.0,SOUCONCENTRATION ✅
SAIDA,EL EULMA,I,3955000.0,1,197750.0,0.0,0.0,SOUCONCENTRATION ✅
SAIDA,SAIDA,I,403000.0,1,20150.0,0.0,0.0,SOUCONCENTRATION ✅
SAIDA,SKIKDA,I,3000000.0,2,150000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AIN ABESSA,IIa,33627000.0,7,3362700.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AIN ARNAT,IIa,17838000.0,11,1783800.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AIN AZAL,IIa,8350440.0,4,835044.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AIN EL ARBAA,IIa,1750000.0,1,175000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AIN EL KEBIRA,IIa,65262300.0,31,6526230.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AIN KEBIRA,IIa,2994980.0,2,299498.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AIN LAGRADJ,IIa,14000000.0,7,1400000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AIN LAHDJAR,IIa,19040000.0,6,1904000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AIN OULMANE,IIa,321000000.0,5,32100000.0,1.0,1.0,SURCONCENTRATION ⚠️
SETIF,AIN ROMANA,IIa,2735850.0,1,273585.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AIN ROUA,IIa,5179790.0,6,517979.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AIN SEBT,IIa,10776000.0,8,1077600.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,AMOUCHA,IIa,2502500.0,1,250250.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BABOR,IIa,10225640.0,8,1022564.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BAZER SAKRA,IIa,712683060.0,119,71268306.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BEIDHA BORDJ,IIa,6096650.0,4,609665.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BELLAA,IIa,47936100.0,13,4793610.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BENI AZIZ,IIa,176342000.0,77,17634200.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BENI CHEBANA,IIa,6000000.0,3,600000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BENI FOUDA,IIa,58274540.0,21,5827454.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BENI MOUHLI,IIa,6500000.0,3,650000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BENI OUARTILANE,IIa,109815000.0,45,10981500.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BIR EL ARCH,IIa,367820560.0,86,36782056.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BIR MOURAD RAIS,IIa,3990000.0,1,399000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BOUANDAS,IIa,2636900.0,1,263690.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BOUGAA,IIa,1750000.0,1,175000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,BOUSSELAM,IIa,2000000.0,1,200000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,DAR EL BEIDA,IIa,6909000.0,1,690900.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,DEHAMCHA,IIa,3370500.0,3,337050.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,DJEMILA,IIa,69524800.0,30,6952480.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,DRAA KEBILA,IIa,2000000.0,1,200000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,EL BAYADH,IIa,10571000.0,1,1057100.0,1.0,1.0,SURCONCENTRATION ⚠️
SETIF,EL EULMA,IIa,7420811168.0,2170,742081117.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,EL OUELDJA SETIF,IIa,63996220.0,14,6399622.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,EL OURICIA,IIa,2975000.0,2,297500.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,EMIR ABDELKADER,IIa,560000.0,1,56000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,EULMA,IIa,42570200.0,18,4257020.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,FERDJIOUA,IIa,1960000.0,1,196000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,GUELLAL,IIa,2100000.0,1,210000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,GUELTA ZERGA,IIa,360327450.0,76,36032745.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,GUIDJEL,IIa,97151140.0,13,9715114.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,HAMMAM SKHOUNA,IIa,197179470.0,72,19717947.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,INCONNU,IIa,12200000.0,5,1220000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,JIJEL,IIa,5600000.0,1,560000.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,MAAOUIA,IIa,28675500.0,10,2867550.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,MEZLOUG,IIa,27697320.0,11,2769732.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,OULED SABOR,IIa,35235400.0,10,3523540.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,RAS EL MA,IIa,2028950.0,1,202895.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,SETIF,IIa,26346995355.0,1101,2634699536.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,TACHOUDA,IIa,27721000.0,8,2772100.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,TAYA,IIa,69164700.0,24,6916470.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,TELLA,IIa,21359500.0,8,2135950.0,0.0,0.0,SOUCONCENTRATION ✅
SETIF,TIZI NBECHAR,IIa,4900000.0,2,490000.0,0.0,0.0,SOUCONCENTRATION ✅
SIDI BEL ABBES,LAMTAR,Inconnu,22000000.0,1,1100000.0,0.0,0.0,SOUCONCENTRATION ✅
SIDI BEL ABBES,SIDI BEL ABBES,Inconnu,200915550.0,81,10045778.0,0.0,0.0,SOUCONCENTRATION ✅
SIDI BEL ABBES,SIDI BRAHIM,Inconnu,1943080.0,1,97154.0,0.0,0.0,SOUCONCENTRATION ✅
SIDI BEL ABBES,SIDI LAHCENE,Inconnu,7440000.0,1,372000.0,0.0,0.0,SOUCONCENTRATION ✅
SIDI BEL ABBES,TELAGH,Inconnu,7471000.0,1,373550.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,AIN BOUZIANE,IIa,27101150.0,10,2710115.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,AZZABA,IIa,448750000.0,5,44875000.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,BEN AZZOUZ,IIa,25945000.0,9,2594500.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,BENI BACHIR,IIa,13278200.0,6,1327820.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,BENI OULBANE,IIa,21691840.0,14,2169184.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,COLLO,IIa,1225000.0,1,122500.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,EL GHEDIR,IIa,980000.0,1,98000.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,EL HADAIEK,IIa,33406100.0,6,3340610.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,EL HARROUCH,IIa,264215880.0,133,26421588.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,EMDJEZ EDCHICH,IIa,35529480.0,31,3552948.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,FIL FILA,IIa,17760000.0,6,1776000.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,HAMADI KROUMA,IIa,47675000.0,15,4767500.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,KERKERA,IIa,17100000.0,6,1710000.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,OULED HEBABA,IIa,5433310.0,3,543331.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,OUM TOUB,IIa,143773550.0,10,14377355.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,RAMDANE DJAMEL,IIa,13190890.0,7,1319089.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,SALAH BOUCHAOUR,IIa,35576480.0,23,3557648.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,SIDI MEZGHICHE,IIa,114507330.0,76,11450733.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,SKIKDA,IIa,334093774.0,108,33409377.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,TAMALOUS SKIKDA,IIa,1000000.0,1,100000.0,0.0,0.0,SOUCONCENTRATION ✅
SKIKDA,ZERDEZAS,IIa,3325000.0,2,332500.0,0.0,0.0,SOUCONCENTRATION ✅
SOUK AHRAS,HADJOUT,Inconnu,5914700.0,2,295735.0,0.0,0.0,SOUCONCENTRATION ✅
SOUK AHRAS,MDAOUROUCHE,Inconnu,992000.0,2,49600.0,0.0,0.0,SOUCONCENTRATION ✅
SOUK AHRAS,MERAHNA,Inconnu,2439640.0,1,121982.0,0.0,0.0,SOUCONCENTRATION ✅
SOUK AHRAS,OUED KEBERIT,Inconnu,1989680.0,1,99484.0,0.0,0.0,SOUCONCENTRATION ✅
SOUK AHRAS,SEDRATA,Inconnu,2077880.0,1,103894.0,0.0,0.0,SOUCONCENTRATION ✅
SOUK AHRAS,SIDI AMER,Inconnu,918750.0,1,45938.0,0.0,0.0,SOUCONCENTRATION ✅
SOUK AHRAS,TAOURA,Inconnu,6758000.0,2,337900.0,0.0,0.0,SOUCONCENTRATION ✅
TAMENRASSET,ABALESSA,0,39920000.0,4,399200.0,0.0,0.0,SOUCONCENTRATION ✅
TAMENRASSET,IN GUEZZAM,0,90376000.0,20,903760.0,0.0,0.0,SOUCONCENTRATION ✅
TAMENRASSET,SI MAHDJOUB,0,1000000.0,1,10000.0,0.0,0.0,SOUCONCENTRATION ✅
TAMENRASSET,TAMANRASSET,0,3844964140.0,765,38449641.0,0.0,0.0,SOUCONCENTRATION ✅
TAMENRASSET,TIN ZAOUATINE,0,24360000.0,4,243600.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,AIN ZERGA,Inconnu,52070000.0,15,2603500.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,BEKKARIA,Inconnu,4000000.0,2,200000.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,BIR EL ATER,Inconnu,88059750.0,60,4402988.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,BOUKHADRA,Inconnu,930000.0,1,46500.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,BOULHAF DYR,Inconnu,2000000.0,2,100000.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,CHERAIA,Inconnu,7035000.0,1,351750.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,EL AOUINET TEBESSA,Inconnu,19771400.0,9,988570.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,EL HOUIDJBET,Inconnu,1000000.0,1,50000.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,EL KOUIF,Inconnu,2000000.0,2,100000.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,EL MERIDJ,Inconnu,3994230.0,3,199712.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,EL OGLA TEBESSA,Inconnu,4464000.0,1,223200.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,EL OUENZA,Inconnu,349491310.0,156,17474566.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,FERKANE,Inconnu,3984000.0,3,199200.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,INCONNU,Inconnu,4440440.0,2,222022.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,NEGRINE,Inconnu,5240000.0,5,262000.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,RAS EL AIOUN,Inconnu,2976000.0,1,148800.0,0.0,0.0,SOUCONCENTRATION ✅
TEBESSA,TEBESSA,Inconnu,3476574079.0,106,173828704.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,AIN BOUCHEKIF,Inconnu,3973200.0,3,198660.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,BOGHNI,Inconnu,1400000.0,1,70000.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,DAHMOUNI,Inconnu,18940000.0,9,947000.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,FRENDA,Inconnu,4635000.0,2,231750.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,HAMADIA,Inconnu,1500000.0,1,75000.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,MEGHILA,Inconnu,2000000.0,1,100000.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,MELLAKOU,Inconnu,19786000.0,3,989300.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,OUED LILLI,Inconnu,4712000.0,2,235600.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,RAHOUIA,Inconnu,17391740.0,2,869587.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,SEBAINE,Inconnu,2000000.0,1,100000.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,SOUGUEUR,Inconnu,4588000.0,2,229400.0,0.0,0.0,SOUCONCENTRATION ✅
TIARET,TIARET,Inconnu,2731204831.0,439,136560242.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,AHMER EL AIN,III,84246730.0,32,21061682.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,AIN TAGOURAIT,III,58966100.0,14,14741525.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,BORDJ BADJI MOKHTAR,III,1100000.0,1,275000.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,BOU ISMAIL,III,545206460.0,105,136301615.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,BOUDOUAOU,III,2100000.0,1,525000.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,BOUFARIK,III,1748000.0,1,437000.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,BOUHAROUN,III,32717500.0,14,8179375.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,BOURKIKA,III,135777020.0,48,33944255.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,CHAIBA,III,41288000.0,6,10322000.0,0.0,0.0,SOUCONCENTRATION ✅
TIPAZA,CHERAGA ALGER,III,2280000.0,1,570000.0,0.0,0.0,SOUCONCENTRATION ✅
